,regret after 1 iterations,regret after 2 iterations,regret after 3 iterations,regret after 4 iterations,regret after 5 iterations,regret after 6 iterations,regret after 7 iterations,regret after 8 iterations,regret after 9 iterations,regret after 10 iterations,regret after 11 iterations,regret after 12 iterations,regret after 13 iterations,regret after 14 iterations,regret after 15 iterations,regret after 16 iterations,regret after 17 iterations,regret after 18 iterations,regret after 19 iterations,regret after 20 iterations,regret after 21 iterations,regret after 22 iterations,regret after 23 iterations,regret after 24 iterations,regret after 25 iterations,regret after 26 iterations,regret after 27 iterations,regret after 28 iterations,regret after 29 iterations,regret after 30 iterations,regret after 31 iterations,regret after 32 iterations,regret after 33 iterations,regret after 34 iterations,regret after 35 iterations,regret after 36 iterations,regret after 37 iterations,regret after 38 iterations,regret after 39 iterations,regret after 40 iterations
23,0.0134199857711792,0.005261659622192383,0.005261659622192383,0.005261659622192383,0.005261659622192383,0.005261659622192383,0.005261659622192383,0.005261659622192383,0.005261659622192383,0.005261659622192383,0.003362119197845459,0.003362119197845459,0.003362119197845459,0.003362119197845459,0.003362119197845459,0.003362119197845459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.002694070339202881,0.0023949742317199707,0.0023949742317199707,0.0023949742317199707,0.0023949742317199707,0.0023949742317199707,0.0023949742317199707,0.0023949742317199707,0.0023949742317199707,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121,0.001201033592224121
30,0.04200476408004761,0.04200476408004761,0.04200476408004761,0.03715336322784424,0.03715336322784424,0.03715336322784424,0.03715336322784424,0.03715336322784424,0.03715336322784424,0.03715336322784424,0.03715336322784424,0.03715336322784424,0.03715336322784424,0.03715336322784424,0.03715336322784424,0.030705928802490234,0.030705928802490234,0.030705928802490234,0.030705928802490234,0.030705928802490234,0.030705928802490234,0.030705928802490234,0.023274481296539307,0.023274481296539307,0.023274481296539307,0.023274481296539307,0.023274481296539307,0.023274481296539307,0.023274481296539307,0.023274481296539307,0.023274481296539307,0.023274481296539307,0.023274481296539307,0.023274481296539307,0.023274481296539307,0.023274481296539307,0.023274481296539307,0.023274481296539307,0.018414556980133057,0.018414556980133057
31,0.05166667699813843,0.049047648906707764,0.04785716533660889,0.04785716533660889,0.04785716533660889,0.04785716533660889,0.04785716533660889,0.04785716533660889,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535,0.03214287757873535
40994,0.15613073110580444,0.1370500922203064,0.13501960039138794,0.13501960039138794,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688,0.06950527429580688
36,0.007070720195770264,0.005050539970397949,0.0017676949501037598,0.0017676949501037598,0.001515209674835205,0.001515209674835205,0.001515209674835205,0.001515209674835205,0.001515209674835205,0.001515209674835205,0.001515209674835205,0.001515209674835205,0.001515209674835205,0.001515209674835205,0.001515209674835205,0.001010119915008545,0.001010119915008545,0.001010119915008545,0.0007575750350952148,0.0007575750350952148,0.0007575750350952148,0.0007575750350952148,0.0007575750350952148,0.0007575750350952148,0.0007575750350952148,0.0007575750350952148,0.0007575750350952148,0.0007575750350952148,0.0007575750350952148,0.0007575750350952148,0.0007575750350952148,0.0007575750350952148,0.0007575750350952148,0.0007575750350952148,0.0007575750350952148,0.0007575750350952148,0.0007575750350952148,0.0007575750350952148,0.0007575750350952148,0.0007575750350952148
37,0.057849764823913574,0.04173237085342407,0.04054296016693115,0.04054296016693115,0.019510090351104736,0.011849761009216309,0.011849761009216309,0.011849761009216309,0.011849761009216309,0.011849761009216309,0.011849761009216309,0.011849761009216309,0.011849761009216309,0.011849761009216309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4134,0.04510289430618286,0.04510289430618286,0.04510289430618286,0.04290926456451416,0.040572166442871094,0.027120530605316162,0.02671891450881958,0.020150840282440186,0.020150840282440186,0.020150840282440186,0.020150840282440186,0.020150840282440186,0.020150840282440186,0.020150840282440186,0.020150840282440186,0.020150840282440186,0.016450226306915283,0.016450226306915283,0.016450226306915283,0.016450226306915283,0.016450226306915283,0.016450226306915283,0.016450226306915283,0.016450226306915283,0.016450226306915283,0.016450226306915283,0.016450226306915283,0.016450226306915283,0.016450226306915283,0.016450226306915283,0.016450226306915283,0.016450226306915283,0.016450226306915283,0.016450226306915283,0.016450226306915283,0.016450226306915283,0.016450226306915283,0.016450226306915283,0.016450226306915283,0.016450226306915283
39,0.002622544765472412,0.002622544765472412,0.002622544765472412,0.002622544765472412,0.002622544765472412,0.002622544765472412,0.0011772513389587402,0.0011772513389587402,0.0011772513389587402,0.0011772513389587402,0.0011772513389587402,0.00015431642532348633,0.00015431642532348633,0.00015431642532348633,0.00015431642532348633,0.00015431642532348633,0.00015431642532348633,0.00015431642532348633,0.00015431642532348633,0.00015431642532348633,0.00015431642532348633,0.00015431642532348633,0.00015431642532348633,0.00015431642532348633,3.916025161743164e-05,3.916025161743164e-05,3.916025161743164e-05,3.916025161743164e-05,3.916025161743164e-05,3.916025161743164e-05,3.916025161743164e-05,3.916025161743164e-05,3.916025161743164e-05,3.916025161743164e-05,3.916025161743164e-05,3.916025161743164e-05,3.916025161743164e-05,0.0,0.0,0.0
40,0.0392947793006897,0.03864258527755737,0.03864258527755737,0.03864258527755737,0.03864258527755737,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178,0.03239858150482178
41,0.046404480934143066,0.032584428787231445,0.02091461420059204,0.004612982273101807,0.004612982273101807,0.0009037256240844727,0.0009037256240844727,0.0009037256240844727,0.0009037256240844727,0.0009037256240844727,0.0009037256240844727,0.0009037256240844727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4136,0.014999985694885254,0.014999985694885254,0.014999985694885254,0.014999985694885254,0.014999985694885254,0.014999985694885254,0.013333320617675781,0.008333325386047363,0.008333325386047363,0.008333325386047363,0.006666660308837891,0.006666660308837891,0.004999995231628418,0.004999995231628418,0.004999995231628418,0.004999995231628418,0.004999995231628418,0.004999995231628418,0.004999995231628418,0.004999995231628418,0.004999995231628418,0.004999995231628418,0.004999995231628418,0.004999995231628418,0.004999995231628418,0.004999995231628418,0.004999995231628418,0.004999995231628418,0.004999995231628418,0.004999995231628418,0.004999995231628418,0.004999995231628418,0.004999995231628418,0.004999995231628418,0.004999995231628418,0.004999995231628418,0.004999995231628418,0.004999995231628418,0.004999995231628418,0.004999995231628418
43,0.04704248905181885,0.022826790809631348,0.022826790809631348,0.012181341648101807,0.012181341648101807,0.012181341648101807,0.012181341648101807,0.012181341648101807,0.012181341648101807,0.004076778888702393,0.004076778888702393,0.004076778888702393,0.004076778888702393,0.004076778888702393,0.004076778888702393,0.004076778888702393,0.004076778888702393,0.004076778888702393,0.004076778888702393,0.004076778888702393,0.004076778888702393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.003557741641998291,0.0019757747650146484
40997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.005793929100036621,0.005793929100036621,0.0017892122268676758,0.0017892122268676758,0.0017892122268676758,0.0017892122268676758,0.0017892122268676758,0.0017892122268676758,0.0017892122268676758,0.0017892122268676758,0.0017892122268676758,0.0017892122268676758,0.0017892122268676758,0.0017892122268676758,0.0017892122268676758,0.0017892122268676758,0.0017892122268676758,0.0017892122268676758,0.0017892122268676758,0.0017892122268676758,0.0017892122268676758,0.0017892122268676758,0.0017892122268676758,0.0017892122268676758,0.0017892122268676758,0.0017892122268676758,0.0017892122268676758,0.0017892122268676758,0.0017892122268676758,0.00031000375747680664,0.00031000375747680664,0.00031000375747680664,0.00031000375747680664,0.00031000375747680664,0.00031000375747680664,0.00031000375747680664,0.00031000375747680664,0.00031000375747680664,0.00031000375747680664,0.00031000375747680664
40999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.07467883825302124,0.02668929100036621,0.02668929100036621,0.021553337574005127,0.011386275291442871,0.011386275291442871,0.011386275291442871,0.011386275291442871,0.011386275291442871,0.011386275291442871,0.011386275291442871,0.011386275291442871,0.011386275291442871,0.011386275291442871,0.011386275291442871,0.011386275291442871,0.011386275291442871,0.011386275291442871,0.011386275291442871,0.011386275291442871,0.011386275291442871,0.011386275291442871,0.011386275291442871,0.011386275291442871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41004,0.00018787384033203125,0.00018787384033203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.01764702796936035,0.01764702796936035,0.015968501567840576,0.0135459303855896,0.0135459303855896,0.0135459303855896,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416,0.004522860050201416
41007,0.013818740844726562,0.0106009840965271,0.0106009840965271,0.010262608528137207,0.010262608528137207,0.010262608528137207,0.010262608528137207,0.010262608528137207,0.010262608528137207,0.010262608528137207,0.010262608528137207,0.010262608528137207,0.010262608528137207,0.010262608528137207,0.010262608528137207,0.010262608528137207,0.010262608528137207,0.010262608528137207,0.010262608528137207,0.010262608528137207,0.010262608528137207,0.010262608528137207,0.010262608528137207,0.010262608528137207,0.008478164672851562,0.008478164672851562,0.008478164672851562,0.006708204746246338,0.0047571659088134766,0.0047571659088134766,0.0037019848823547363,0.0037019848823547363,0.0037019848823547363,0.0037019848823547363,0.0037019848823547363,0.0037019848823547363,0.0037019848823547363,0.0037019848823547363,0.0037019848823547363,0.0037019848823547363
41005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.12250000238418579,0.0441666841506958,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611
54,0.01847970485687256,0.01847970485687256,0.01847970485687256,0.01847970485687256,0.01847970485687256,0.015466272830963135,0.015466272830963135,0.007500886917114258,0.007500886917114258,0.007500886917114258,0.007500886917114258,0.007500886917114258,0.007500886917114258,0.006997525691986084,0.006997525691986084,0.0015532970428466797,0.0015532970428466797,0.0015532970428466797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4153,0.009999990463256836,0.009999990463256836,0.006666660308837891,0.006666660308837891,0.006666660308837891,0.006666660308837891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.012888848781585693,0.006666660308837891,0.006666660308837891,0.00488889217376709,0.00488889217376709,0.00488889217376709,0.00488889217376709,0.00488889217376709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.009093642234802246,0.009093642234802246,0.009093642234802246,0.009093642234802246,0.009093642234802246,0.009093642234802246,0.009093642234802246,0.009093642234802246,0.009093642234802246,0.009093642234802246,0.009093642234802246,0.009093642234802246,0.009093642234802246,0.004532992839813232,0.004532992839813232,0.00423198938369751,0.00423198938369751,0.00423198938369751,0.00423198938369751,0.00423198938369751,0.00423198938369751,0.00423198938369751,0.00423198938369751,0.00423198938369751,0.00423198938369751,0.00423198938369751,0.00423198938369751,0.00423198938369751,0.00423198938369751,0.00423198938369751,0.00423198938369751,0.00423198938369751,0.00423198938369751,0.00423198938369751,0.00423198938369751,0.00423198938369751,0.00423198938369751,0.00423198938369751,0.00423198938369751,0.00423198938369751
61,0.020000040531158447,0.020000040531158447,0.020000040531158447,0.020000040531158447,0.020000040531158447,0.01500004529953003,0.01500004529953003,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611,0.010000050067901611
183,0.005753993988037109,0.0037667155265808105,0.0037667155265808105,0.003651142120361328,0.003651142120361328,0.003651142120361328,0.003651142120361328,0.003651142120361328,0.003651142120361328,0.003651142120361328,0.003651142120361328,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824,0.0022518038749694824
187,0.016697704792022705,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062,0.0037698745727539062
4329,0.024107158184051514,0.024107158184051514,0.024107158184051514,0.024107158184051514,0.024107158184051514,0.024107158184051514,0.015714287757873535,0.011428594589233398,0.011428594589233398,0.011428594589233398,0.007142841815948486,0.007142841815948486,0.007142841815948486,0.007142841815948486,0.007142841815948486,0.007142841815948486,0.007142841815948486,0.007142841815948486,0.007142841815948486,0.007142841815948486,0.007142841815948486,0.007142841815948486,0.007142841815948486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4340,0.022576093673706055,0.019192993640899658,0.014576137065887451,0.014576137065887451,0.014576137065887451,0.014576137065887451,0.014576137065887451,0.014576137065887451,0.014576137065887451,0.014576137065887451,0.011729955673217773,0.011729955673217773,0.011729955673217773,0.011729955673217773,0.011729955673217773,0.011729955673217773,0.011729955673217773,0.011729955673217773,0.011729955673217773,0.011729955673217773,0.011729955673217773,0.011729955673217773,0.011729955673217773,0.011729955673217773,0.011729955673217773,0.011729955673217773,0.011729955673217773,0.011729955673217773,0.011729955673217773,0.011729955673217773,0.011729955673217773,0.011729955673217773,0.009923040866851807,0.009384572505950928,0.009384572505950928,0.009384572505950928,0.009384572505950928,0.009384572505950928,0.009384572505950928,0.009384572505950928
