,time after 1 iterations,time after 2 iterations,time after 3 iterations,time after 4 iterations,time after 5 iterations,time after 6 iterations,time after 7 iterations,time after 8 iterations,time after 9 iterations,time after 10 iterations,time after 11 iterations,time after 12 iterations,time after 13 iterations,time after 14 iterations,time after 15 iterations,time after 16 iterations,time after 17 iterations,time after 18 iterations,time after 19 iterations,time after 20 iterations,time after 21 iterations,time after 22 iterations,time after 23 iterations,time after 24 iterations,time after 25 iterations,time after 26 iterations,time after 27 iterations,time after 28 iterations,time after 29 iterations,time after 30 iterations,time after 31 iterations,time after 32 iterations,time after 33 iterations,time after 34 iterations,time after 35 iterations,time after 36 iterations,time after 37 iterations,time after 38 iterations,time after 39 iterations,time after 40 iterations,time after 41 iterations,time after 42 iterations,time after 43 iterations,time after 44 iterations,time after 45 iterations,time after 46 iterations,time after 47 iterations,time after 48 iterations,time after 49 iterations,time after 50 iterations,time after 51 iterations,time after 52 iterations,time after 53 iterations,time after 54 iterations,time after 55 iterations,time after 56 iterations,time after 57 iterations,time after 58 iterations,time after 59 iterations,time after 60 iterations,time after 61 iterations,time after 62 iterations,time after 63 iterations,time after 64 iterations,time after 65 iterations,time after 66 iterations,time after 67 iterations,time after 68 iterations,time after 69 iterations,time after 70 iterations,time after 71 iterations,time after 72 iterations,time after 73 iterations,time after 74 iterations,time after 75 iterations,time after 76 iterations,time after 77 iterations,time after 78 iterations,time after 79 iterations,time after 80 iterations,time after 81 iterations,time after 82 iterations,time after 83 iterations,time after 84 iterations,time after 85 iterations,time after 86 iterations,time after 87 iterations,time after 88 iterations,time after 89 iterations,time after 90 iterations,time after 91 iterations,time after 92 iterations,time after 93 iterations,time after 94 iterations,time after 95 iterations,time after 96 iterations,time after 97 iterations,time after 98 iterations,time after 99 iterations
1014,55.287253618240356,111.3956868648529,167.7475836277008,223.68887782096863,279.1645908355713,334.98675417900085,390.7821698188782,446.69078063964844,502.58640480041504,558.8363971710205,614.1221425533295,670.3577072620392,725.6371943950653,780.7568521499634,836.3443386554718,891.0687606334686,947.2168047428131,1002.8359439373016,1058.517739057541,1114.5890753269196,1171.5350971221924,1227.6192235946655,1283.0036010742188,1339.661631345749,1395.6091413497925,1452.6632297039032,1509.4722485542297,1565.1992511749268,1620.7785584926605,1677.22225356102,1733.3193190097809,1788.9094829559326,1844.1847701072693,1899.9626486301422,1956.0781865119934,2012.1606330871582,2068.2895228862762,2124.8290553092957,2181.116220474243,2236.4346556663513,2292.3269391059875,2347.9123034477234,2404.2761154174805,2460.4380311965942,2516.3973248004913,2573.1883959770203,2630.0558326244354,2685.961987733841,2742.46804523468,2798.9594304561615,2855.4156918525696,2911.593651533127,2967.6251163482666,3024.4088277816772,3080.53840136528,3137.252506494522,3193.893164873123,3249.873591899872,3306.210242509842,3362.67569732666,3418.8759894371033,3474.706229686737,3531.074193239212,3587.434541940689,3643.5458471775055,3700.255886554718,3757.0136647224426,3813.8451421260834,3871.1781136989594,3928.3298950195312,3984.76389837265,4042.1097915172577,4099.747261285782,4156.605806112289,4213.580981254578,4270.543387174606,4327.759814977646,4384.189941883087,4441.128746747971,4497.9807205200195,4555.62199306488,4611.930961370468,4668.598589897156,4724.984720468521,4781.412022829056,4838.610987901688,4895.931570768356,4953.232955932617,5009.839781522751,5066.2599329948425,5122.721599578857,5179.642872333527,5237.606406450272,5294.983193635941,5352.225368261337,5409.828734874725,5466.841867208481,5523.960906744003,5581.958657979965
1016,55.551536560058594,110.75068092346191,166.9126491546631,222.92162251472473,278.98300409317017,335.2334928512573,391.51720786094666,447.9855098724365,504.0647554397583,560.0987267494202,616.2004225254059,671.8870964050293,727.4720182418823,782.4680829048157,837.7668416500092,893.8729178905487,949.4728538990021,1005.4600014686584,1061.4039311408997,1117.1729454994202,1174.3159482479095,1230.8298761844635,1286.6521835327148,1343.161193370819,1398.887075662613,1455.1312487125397,1511.625298500061,1567.4475648403168,1623.91477060318,1679.791936635971,1736.0526399612427,1793.4431941509247,1850.1480493545532,1906.5242066383362,1962.1683316230774,2018.419426202774,2074.7102313041687,2131.6522963047028,2188.175355911255,2244.2886521816254,2299.9035918712616,2356.3031623363495,2411.3220648765564,2467.1369721889496,2523.7425830364227,2580.309524536133,2637.009562730789,2693.7663581371307,2750.484851837158,2806.7567389011383,2862.6900968551636,2919.486638069153,2976.1801178455353,3032.673801422119,3089.023176431656,3145.1979048252106,3201.9623160362244,3257.803495168686,3314.0806579589844,3370.280344724655,3426.7133457660675,3483.1662213802338,3539.9652836322784,3597.127375602722,3654.128386735916,3710.3235409259796,3767.174931526184,3823.367639064789,3879.244621515274,3936.203822374344,3992.8209631443024,4049.805670261383,4106.53276014328,4163.054221153259,4220.327409744263,4277.8788113594055,4335.339111566544,4392.418354511261,4449.094787836075,4505.629729509354,4563.192016363144,4619.633862495422,4675.952126026154,4732.045740604401,4789.1141901016235,4846.338593482971,4903.762358427048,4960.9848601818085,5017.787549734116,5074.303680181503,5131.089611291885,5187.9854373931885,5244.676184654236,5302.170055150986,5359.011036872864,5416.68178153038,5474.016950130463,5531.171988964081,5588.956490039825
1020,54.00885009765625,108.9407958984375,164.4843556880951,219.4357786178589,274.2388684749603,328.9719521999359,384.1525595188141,439.364785194397,494.85763669013977,550.2185575962067,605.8388743400574,660.9308269023895,715.1835629940033,769.2651159763336,824.5462436676025,879.2393274307251,934.3407392501831,989.4422559738159,1044.8587155342102,1099.4540581703186,1154.0035169124603,1209.277506828308,1264.1560380458832,1318.4936225414276,1373.8570761680603,1429.1078824996948,1484.953183889389,1540.3389210700989,1596.0169825553894,1651.4394235610962,1706.9556016921997,1762.9028341770172,1818.6116292476654,1874.8134338855743,1930.2523114681244,1986.1661002635956,2041.852133512497,2097.7889046669006,2154.121425628662,2209.1317937374115,2264.27530503273,2320.4461703300476,2376.42311167717,2431.89115357399,2487.1765353679657,2542.3372197151184,2598.5411512851715,2654.152813434601,2709.9597499370575,2766.094979286194,2822.3111486434937,2878.8115196228027,2935.0282113552094,2990.955464363098,3046.4193465709686,3102.099914073944,3157.6423506736755,3212.795035839081,3269.479106903076,3325.1554424762726,3380.739714860916,3435.9889783859253,3491.425231695175,3547.0542640686035,3604.0969653129578,3660.8847811222076,3717.1265318393707,3772.8268370628357,3829.158324956894,3884.655458688736,3941.6883153915405,3998.4806711673737,4055.239000558853,4111.776451587677,4168.308080911636,4224.2054708004,4281.215194702148,4337.235101222992,4393.569921016693,4450.129151582718,4506.7547998428345,4564.382739782333,4621.041306972504,4677.763974189758,4734.289076566696,4790.920667409897,4845.981024980545,4902.0668342113495,4957.30960893631,5013.101412057877,5069.407455921173,5126.140266418457,5183.58373093605,5240.769716978073,5297.88098192215,5354.31168961525,5411.150254249573,5467.982537746429,5525.416302442551
1021,54.47432470321655,110.6896378993988,164.72888660430908,219.8730912208557,275.1065676212311,330.64535903930664,386.11589455604553,441.3815338611603,497.6514480113983,553.6657676696777,608.9912099838257,664.1158685684204,719.4861278533936,774.9877450466156,829.196302652359,883.6706650257111,938.7773451805115,993.6241557598114,1048.5366306304932,1103.7711155414581,1158.6729390621185,1213.3126587867737,1268.355542898178,1323.6602191925049,1378.1521792411804,1433.5570833683014,1489.138986825943,1544.7589235305786,1601.067979812622,1657.0832662582397,1713.0847280025482,1768.8306317329407,1825.0345039367676,1881.3413527011871,1937.0239427089691,1992.5107758045197,2048.2364761829376,2104.155476808548,2158.8243656158447,2214.587182998657,2269.6637201309204,2325.6510770320892,2380.976688861847,2436.58731341362,2491.866219997406,2548.546539545059,2604.7008237838745,2659.6662044525146,2715.0839598178864,2770.2889306545258,2825.1683280467987,2881.1577322483063,2936.483938217163,2992.0620346069336,3048.235764026642,3103.2698078155518,3159.759987592697,3215.080037355423,3270.685141801834,3326.6521832942963,3381.3306913375854,3437.868777513504,3493.6757237911224,3549.485315322876,3604.791657447815,3661.088944196701,3717.953516483307,3773.849959373474,3828.645635843277,3884.93905878067,3941.9993901252747,3998.89799618721,4056.145396709442,4113.270125865936,4169.589643716812,4225.948999404907,4282.554658651352,4338.766962051392,4394.88791012764,4450.999520540237,4507.947967529297,4564.843604564667,4621.07305264473,4678.1242735385895,4734.371804475784,4790.531497955322,4847.927421092987,4904.30893778801,4960.290180206299,5016.303268432617,5073.0992777347565,5129.796365737915,5186.744086027145,5243.093191623688,5299.251403808594,5356.328696966171,5413.388240814209,5469.86218380928,5527.366482973099
1022,56.16858792304993,113.50505137443542,170.65202260017395,227.15290093421936,283.7790083885193,340.8245725631714,397.1131258010864,454.0907652378082,511.4533452987671,567.5798161029816,623.853905916214,678.9978046417236,735.9226922988892,793.0306890010834,850.7751262187958,908.2933940887451,964.5095117092133,1022.3836555480957,1079.5644264221191,1136.6605007648468,1194.0610644817352,1251.367155790329,1309.1786766052246,1366.3093824386597,1424.103684425354,1480.9752571582794,1536.795820236206,1592.4217989444733,1648.8763291835785,1706.9161846637726,1763.255481004715,1820.6078419685364,1877.6798057556152,1934.681351184845,1991.5480585098267,2048.675844669342,2105.7823107242584,2162.5619735717773,2219.2628700733185,2276.369810819626,2334.299324274063,2391.277462244034,2448.9919114112854,2506.6197509765625,2563.443127632141,2621.149095773697,2678.539270401001,2735.516934156418,2793.256540298462,2851.357193470001,2908.5912687778473,2966.2417554855347,3024.1794929504395,3081.850247859955,3139.054594039917,3196.847152233124,3254.5250182151794,3311.51882648468,3369.50288939476,3427.209729194641,3485.4137432575226,3543.649042367935,3601.212098836899,3657.4220476150513,3716.1741926670074,3773.6352603435516,3830.441915035248,3889.078989982605,3946.5717351436615,4004.871529340744,4061.794367790222,4120.238113164902,4178.046503305435,4235.903050661087,4293.597192287445,4351.528289794922,4408.894283771515,4466.608311414719,4525.028544425964,4583.408629655838,4641.35785484314,4700.330015897751,4758.30721116066,4816.991454362869,4875.55873298645,4932.208166599274,4990.591032266617,5049.2149205207825,5106.432176589966,5164.61244726181,5223.233459472656,5281.497847795486,5338.106872081757,5396.788195371628,5455.29133605957,5513.528155326843,5572.084735870361,5630.577690124512,5688.922236442566
1025,57.11580777168274,114.8482985496521,172.00076818466187,229.46061635017395,286.1624057292938,343.1637556552887,399.4924912452698,456.69758892059326,513.9313085079193,571.7345645427704,628.2790310382843,684.8669457435608,741.1717221736908,797.4750559329987,854.5647933483124,911.6177101135254,967.9218535423279,1024.3863461017609,1080.9651355743408,1136.9329278469086,1194.3495697975159,1251.319510936737,1308.4310219287872,1365.8300273418427,1423.074031829834,1479.9592571258545,1536.7192919254303,1593.9377083778381,1651.2947089672089,1708.8368685245514,1765.4198927879333,1822.9133868217468,1879.9801454544067,1937.5308566093445,1994.3452789783478,2051.4936752319336,2108.4750833511353,2165.7319152355194,2222.7971556186676,2280.9972805976868,2338.1317574977875,2395.2531514167786,2452.422370672226,2510.723254919052,2569.504476070404,2627.8443582057953,2686.1801731586456,2743.9537556171417,2801.0498566627502,2858.68261551857,2915.929176568985,2973.0445425510406,3030.345097064972,3087.842302799225,3145.7957861423492,3203.802120447159,3261.5772302150726,3319.205854654312,3376.032041311264,3433.719290971756,3491.660239458084,3548.9215190410614,3606.806640148163,3663.5080585479736,3722.2448360919952,3780.4057319164276,3838.2820630073547,3895.884528398514,3953.432629108429,4010.895480632782,4068.1703355312347,4125.345075368881,4182.777602672577,4240.593108654022,4298.322600841522,4355.85751080513,4414.134365558624,4471.564344882965,4529.5125098228455,4587.394976139069,4645.448962688446,4703.815083503723,4761.33157658577,4819.23596072197,4877.247750043869,4935.706047773361,4993.574115753174,5052.002555131912,5110.590270042419,5169.00089764595,5228.045890569687,5285.806439161301,5343.475876569748,5401.507550954819,5459.132282733917,5517.348286151886,5576.715680837631,5635.245165348053,5693.248403310776
1026,56.79724597930908,113.80764842033386,170.68658828735352,228.29582810401917,285.0502333641052,342.0230042934418,398.80076336860657,455.3199791908264,512.4831912517548,569.9924499988556,626.4850564002991,682.8457682132721,739.5665290355682,796.8728363513947,854.1581137180328,912.085422039032,968.9353108406067,1026.3740019798279,1084.0823905467987,1140.1114590168,1197.486643075943,1255.4639129638672,1312.8772518634796,1370.452317237854,1428.2632553577423,1486.4491441249847,1543.6177475452423,1600.8697097301483,1658.3646190166473,1715.1292488574982,1772.2392892837524,1830.0133082866669,1887.7593576908112,1945.3119206428528,2003.5462799072266,2061.1421847343445,2118.3495359420776,2176.59921002388,2234.286140203476,2291.9133512973785,2349.847441673279,2407.5784595012665,2465.848428964615,2523.770853281021,2581.3367636203766,2638.9454803466797,2697.0983407497406,2754.7112741470337,2812.3979835510254,2870.563899040222,2928.43718290329,2986.664984226227,3045.094570159912,3102.1208202838898,3159.490971326828,3218.016367673874,3276.1854717731476,3334.9720118045807,3393.106724500656,3450.5167508125305,3508.3008363246918,3567.517599105835,3625.035405397415,3682.445648431778,3740.9564037323,3799.0813431739807,3857.301139354706,3916.1242332458496,3974.814019203186,4032.8688309192657,4091.521194934845,4149.902207612991,4208.720200300217,4266.36677980423,4324.327116966248,4383.1260201931,4441.288083553314,4500.127481460571,4559.07061123848,4617.162667989731,4675.028419971466,4732.986568450928,4790.850075244904,4848.894644021988,4907.625317811966,4965.356177568436,5024.516312599182,5082.857541561127,5141.852137327194,5200.879212856293,5259.013425827026,5317.683208227158,5376.675935506821,5434.9318380355835,5493.102002859116,5551.837767839432,5610.9417316913605,5670.045514345169,5728.733799695969
1039,57.336533546447754,115.04795289039612,173.23973417282104,231.52648401260376,289.37965393066406,347.1920680999756,404.68497252464294,462.58751606941223,520.2797214984894,577.4982056617737,635.2119739055634,692.3626794815063,749.8850228786469,807.9209656715393,865.4856805801392,922.7209994792938,980.0010478496552,1036.988189458847,1094.9230918884277,1152.2842197418213,1209.9515552520752,1267.2601699829102,1324.4379370212555,1382.268886566162,1440.936015367508,1498.817634344101,1556.0792961120605,1613.4964916706085,1670.9077298641205,1728.77001786232,1786.7877714633942,1845.007376909256,1902.7003555297852,1960.4928119182587,2018.8891971111298,2077.912570476532,2135.619628429413,2194.2941641807556,2252.114151954651,2309.9217228889465,2368.049241542816,2427.2777242660522,2485.244111776352,2544.1605982780457,2602.7583622932434,2661.1170320510864,2719.112660884857,2777.2604348659515,2836.054636478424,2893.5612182617188,2951.3655812740326,3009.7710661888123,3066.833434820175,3124.690272331238,3182.557916164398,3241.2478337287903,3299.5736825466156,3359.3720350265503,3418.4079732894897,3477.516864299774,3534.9608640670776,3592.9945108890533,3651.507529735565,3710.1353211402893,3768.8273980617523,3827.182280778885,3885.7565014362335,3943.971117258072,4002.659951210022,4060.70906996727,4118.763179063797,4177.027433633804,4235.719583034515,4294.304566144943,4352.319106340408,4410.687879085541,4469.5251121521,4528.697902441025,4587.731108427048,4647.023960351944,4706.212364196777,4764.788259029388,4823.464036464691,4882.96138215065,4942.230276346207,5001.356504917145,5059.965470075607,5118.862525701523,5178.078568220139,5237.725388288498,5297.220450162888,5355.440276145935,5414.336612701416,5473.602731227875,5532.6044018268585,5591.6986837387085,5651.098160266876,5709.80171751976,5768.820698022842
1048,56.2737295627594,113.6586320400238,171.08450078964233,228.81104803085327,286.40054750442505,344.55711340904236,401.724112033844,458.1831512451172,516.0580925941467,574.1998817920685,631.3793601989746,689.062319278717,745.769229888916,802.5064437389374,859.9616391658783,917.7496538162231,974.6807661056519,1031.8685054779053,1088.2049443721771,1144.85307264328,1202.358407497406,1259.8982906341553,1318.0000915527344,1375.324611902237,1433.5629155635834,1490.888155221939,1548.702308177948,1605.1095752716064,1662.2554190158844,1719.105106830597,1776.6351017951965,1833.4329674243927,1890.2133502960205,1946.6746912002563,2004.0531342029572,2061.744780063629,2120.0455775260925,2178.257311105728,2236.424214363098,2294.0601794719696,2351.380170106888,2408.958024740219,2467.0503425598145,2525.928255558014,2584.723367214203,2642.9976263046265,2700.5298326015472,2758.5606772899628,2816.8533220291138,2875.4396545886993,2933.6196525096893,2992.280580997467,3050.1627674102783,3108.0604424476624,3165.689432144165,3222.9555971622467,3281.602789402008,3340.030227661133,3397.9082589149475,3455.8103199005127,3513.5896666049957,3572.1743454933167,3630.632086277008,3688.591343641281,3746.6855051517487,3804.577590227127,3861.992913246155,3920.999969959259,3978.8982219696045,4037.6181881427765,4095.758470773697,4154.080698728561,4212.464807987213,4270.753575086594,4329.437384843826,4388.269325017929,4447.075468301773,4506.376388788223,4564.781756401062,4622.890303373337,4681.629300355911,4740.4564888477325,4798.792662620544,4857.831253767014,4916.825859546661,4974.589018821716,5032.615435123444,5090.996358633041,5149.334707021713,5207.622400760651,5266.472531795502,5324.678716421127,5381.688876152039,5438.840717077255,5497.374222755432,5555.315265417099,5614.344717979431,5672.826855421066,5731.034073114395
1049,57.060590505599976,114.76565980911255,171.36255145072937,228.69056344032288,286.1657655239105,343.0022575855255,400.1868658065796,457.3314607143402,513.9275283813477,572.0413765907288,628.7298498153687,685.7407088279724,743.3227760791779,801.0086929798126,858.7493236064911,915.8584008216858,973.2057564258575,1030.4621741771698,1088.29367685318,1145.6018755435944,1203.1749904155731,1260.9647092819214,1318.3253331184387,1375.8454992771149,1433.163002729416,1490.773604631424,1548.1705498695374,1605.425345659256,1662.96817445755,1720.6549623012543,1777.6061120033264,1835.9581871032715,1894.0107817649841,1951.778959274292,2009.729164838791,2068.416083574295,2126.7266454696655,2185.028101682663,2242.977080821991,2301.222210407257,2359.0637629032135,2417.0123207569122,2474.7795548439026,2533.163639307022,2591.162026643753,2649.3517603874207,2707.5432682037354,2765.9704151153564,2823.564804792404,2881.0137491226196,2939.797574520111,2998.5042781829834,3056.809896469116,3114.7980213165283,3172.4284846782684,3230.073422908783,3289.035474061966,3348.1323878765106,3406.317358016968,3464.7794976234436,3522.7841062545776,3581.5883178710938,3639.0292167663574,3697.0028278827667,3755.8228459358215,3813.75083899498,3872.2802958488464,3930.8208842277527,3988.4691722393036,4046.461208820343,4104.673637151718,4162.509851694107,4221.0043387413025,4279.241717338562,4337.066900014877,4395.207966089249,4453.216190814972,4511.828097343445,4570.877618312836,4629.583869218826,4688.697777271271,4747.049186706543,4804.880854129791,4862.274249315262,4921.110169172287,4980.214332818985,5038.662473917007,5098.056189060211,5156.685450077057,5215.396006822586,5273.877717256546,5332.720592737198,5392.526575088501,5450.9648950099945,5509.173091650009,5568.010542631149,5627.221872091293,5685.146003961563,5743.840541601181
1050,56.134852170944214,113.24369645118713,169.9778401851654,227.62393188476562,285.5051121711731,342.80584478378296,399.13546347618103,455.35276651382446,512.3775835037231,569.224701166153,625.681848526001,682.4715321063995,738.9366414546967,795.6449856758118,851.9324638843536,908.3568298816681,965.459540605545,1022.0711319446564,1079.8666603565216,1136.224178314209,1192.681581735611,1250.1257734298706,1307.9951329231262,1365.3320121765137,1421.5534284114838,1478.4981088638306,1536.3370625972748,1592.6835947036743,1649.8154017925262,1706.7538919448853,1764.4257130622864,1821.368183851242,1878.237862586975,1935.8958864212036,1993.3379347324371,2049.7581465244293,2107.4782934188843,2164.6228606700897,2221.5740251541138,2278.7433729171753,2335.9506986141205,2392.843931913376,2450.2356979846954,2508.264811038971,2565.7906844615936,2623.1963999271393,2680.9124524593353,2738.4040842056274,2795.9938504695892,2852.4251101017,2910.0759382247925,2967.996336698532,3025.2976393699646,3083.545398712158,3141.346423149109,3199.0626015663147,3256.23904132843,3313.7238388061523,3372.3016064167023,3429.9929790496826,3488.4026975631714,3546.3440024852753,3604.263421058655,3661.8899476528168,3719.200348138809,3776.769214630127,3834.125391960144,3892.4224445819855,3950.7026665210724,4007.382705450058,4064.9308607578278,4122.7205975055695,4181.454338788986,4240.439692020416,4298.462602853775,4357.286389350891,4415.455157279968,4474.115488767624,4532.447668790817,4590.741225481033,4648.877820730209,4706.574791669846,4764.921013355255,4823.65563249588,4882.25221991539,4940.047670125961,4999.767552614212,5058.380068540573,5116.49977684021,5174.361770153046,5232.840604305267,5291.66808962822,5349.478538036346,5408.2914752960205,5467.275953054428,5524.560518980026,5583.0625541210175,5642.284656763077,5700.885377168655
1054,57.4211049079895,115.56515717506409,173.1872432231903,229.4726676940918,287.10554456710815,344.5250632762909,401.8138921260834,458.4145212173462,515.6113569736481,573.0918161869049,630.346973657608,687.795196056366,744.4729652404785,800.6327166557312,858.3053915500641,916.9645581245422,974.4747264385223,1032.5340518951416,1089.889577627182,1147.213279724121,1204.5101163387299,1261.4734535217285,1319.0106217861176,1376.564738035202,1433.8914885520935,1490.745980501175,1546.616581916809,1604.1705451011658,1661.1633882522583,1717.8323953151703,1774.9680650234222,1831.626995563507,1889.2573924064636,1946.76553940773,2003.4433379173279,2061.67715549469,2119.0326285362244,2176.2306790351868,2233.6400463581085,2290.4970343112946,2348.5297331809998,2407.050593137741,2464.80739736557,2522.390129804611,2579.5314893722534,2637.164422273636,2695.6382229328156,2754.329517841339,2812.1010224819183,2871.0846734046936,2929.0165350437164,2986.880825996399,3045.8140506744385,3104.189276456833,3162.163763999939,3220.781168937683,3279.942052125931,3337.668244600296,3395.15767288208,3453.072160720825,3511.511660337448,3569.3669509887695,3628.16930437088,3686.4113626480103,3744.1604928970337,3802.204357624054,3860.2909018993378,3917.8310878276825,3975.0213344097137,4033.7040853500366,4090.6156709194183,4149.786113739014,4208.170240402222,4266.750590085983,4325.2435076236725,4383.053669214249,4441.824380874634,4500.172937870026,4558.808356761932,4616.775918722153,4675.543547868729,4734.072452068329,4791.931136369705,4850.394621372223,4908.904290676117,4968.25146651268,5027.069718360901,5085.639367103577,5144.607450962067,5202.902905702591,5262.171654462814,5320.907547712326,5379.5595235824585,5438.782055139542,5497.772154569626,5556.589811325073,5615.814699411392,5674.610272169113,5733.5639271736145
1056,58.60434579849243,116.52450823783875,174.6083083152771,234.3711814880371,293.26837635040283,351.4328601360321,410.13143706321716,468.5160608291626,527.6288530826569,586.1176869869232,645.6254756450653,705.1727123260498,763.7415099143982,822.6554219722748,880.9812507629395,940.758264541626,999.521237373352,1058.452926158905,1117.476219177246,1176.1922998428345,1235.1873843669891,1294.0780413150787,1353.2135586738586,1411.45272898674,1469.7638139724731,1528.8331978321075,1587.8679640293121,1646.9637274742126,1706.3664419651031,1765.0214407444,1824.0419857501984,1883.6708278656006,1943.4024288654327,2002.178852558136,2061.5620560646057,2120.121414422989,2179.6098186969757,2238.7420201301575,2297.710552215576,2356.725780248642,2416.2829530239105,2475.892644882202,2535.45440530777,2595.227427482605,2654.286098718643,2713.823767185211,2773.305603504181,2832.174168109894,2891.9490869045258,2951.9378757476807,3011.278914451599,3070.1237301826477,3129.362444639206,3189.4219949245453,3249.0800211429596,3307.9264500141144,3367.607475757599,3428.0126225948334,3486.989577770233,3546.4370114803314,3606.268407344818,3665.475285768509,3725.5637640953064,3785.367406606674,3844.8294110298157,3905.0005350112915,3964.8135175704956,4024.034469604492,4083.5890674591064,4143.168604135513,4203.563796758652,4263.327064037323,4323.837652206421,4384.062079191208,4444.02695274353,4504.425580978394,4564.929814338684,4625.268874168396,4685.434966087341,4745.564259290695,4805.592398405075,4866.158619642258,4926.889261960983,4986.409158229828,5046.797463655472,5107.924436092377,5167.750473976135,5227.51123046875,5288.339125394821,5348.215071439743,5408.5159158706665,5468.7865200042725,5529.449206829071,5589.937553405762,5649.692006826401,5710.367171049118,5770.880426168442,5830.908306360245,5891.331688642502
1063,58.73246359825134,117.69076347351074,176.55796122550964,235.68854808807373,294.6680567264557,354.2983617782593,412.6806824207306,470.2885730266571,529.1979694366455,588.2001748085022,647.5084087848663,707.0542242527008,765.8995788097382,824.6132581233978,884.4783091545105,942.5002965927124,1001.6261167526245,1060.3738327026367,1118.477159023285,1176.295877456665,1235.2398400306702,1294.321712255478,1353.863128900528,1413.2155063152313,1472.434409379959,1532.0312178134918,1591.16419672966,1649.2516362667084,1707.9948117733002,1766.352504491806,1825.8669350147247,1885.8997068405151,1945.1791400909424,2003.3955059051514,2062.2762157917023,2120.7955417633057,2180.4207026958466,2239.906138420105,2299.5694539546967,2358.9599311351776,2418.2033321857452,2477.613811969757,2536.8855950832367,2596.509702682495,2655.6996369361877,2715.178147792816,2775.1719965934753,2834.6647641658783,2894.260204076767,2954.079172372818,3013.3495695590973,3072.669420003891,3132.8660275936127,3192.6299197673798,3251.8512370586395,3311.047688484192,3370.6848652362823,3430.1422538757324,3490.0229954719543,3550.309340238571,3610.7251501083374,3671.31884765625,3731.3461141586304,3790.9327025413513,3850.3875749111176,3910.64825797081,3970.45792388916,4030.89014339447,4090.713578939438,4150.345673084259,4210.357825279236,4270.137663841248,4329.939783573151,4389.785888195038,4450.421392202377,4510.54351401329,4570.884351491928,4630.344993591309,4690.979421377182,4751.567753314972,4811.802771091461,4872.286608695984,4932.431693792343,4991.510118484497,5051.228784561157,5111.589672327042,5172.670194387436,5233.331938505173,5293.8833038806915,5354.28137755394,5413.843992471695,5474.322150945663,5535.466650009155,5596.523738622665,5657.5531685352325,5717.886407852173,5778.485935211182,5838.811503171921,5899.222153902054
1065,58.36945152282715,117.39106035232544,176.4615843296051,235.9971263408661,295.3189082145691,354.52803087234497,412.65422010421753,471.79928159713745,531.1749444007874,589.4208862781525,648.6171164512634,708.1738753318787,767.2979352474213,826.5930013656616,885.8287098407745,944.9366879463196,1003.8177626132965,1063.5739018917084,1123.2028331756592,1182.406381368637,1242.228190422058,1301.3455369472504,1359.3267605304718,1418.4934792518616,1477.6775479316711,1537.3656842708588,1596.2864558696747,1656.2962703704834,1716.0926218032837,1774.7022185325623,1833.891705751419,1893.0994138717651,1952.3568742275238,2012.4078934192657,2072.309376001358,2131.779144525528,2190.888151407242,2250.485408782959,2309.7723162174225,2369.3551394939423,2429.232208967209,2489.405970811844,2549.1759798526764,2607.723713874817,2666.497965812683,2725.7957174777985,2785.1793174743652,2844.9619348049164,2905.5670285224915,2965.5560686588287,3025.5906925201416,3085.652456521988,3146.1393365859985,3206.2628490924835,3266.4840111732483,3326.5344479084015,3386.6049823760986,3447.0715923309326,3507.5043885707855,3566.862786054611,3626.5204253196716,3686.435995578766,3746.8170595169067,3807.6522879600525,3867.689146757126,3928.065861225128,3988.372231721878,4048.557434797287,4108.261694431305,4169.23175573349,4229.553768157959,4289.749674081802,4349.999454021454,4410.137974977493,4470.126445055008,4530.079641819,4591.097810506821,4651.529614210129,4711.006864786148,4771.905725002289,4832.373825550079,4892.780707836151,4952.528795719147,5012.457489967346,5073.619738578796,5133.7040383815765,5194.278280258179,5254.819984436035,5314.748629570007,5374.92555975914,5434.88728761673,5495.726638793945,5556.182884931564,5617.038143873215,5677.582209348679,5737.856352090836,5799.314373493195,5860.080064058304,5921.426427125931
