,time after 1 iterations,time after 2 iterations,time after 3 iterations,time after 4 iterations,time after 5 iterations,time after 6 iterations,time after 7 iterations,time after 8 iterations,time after 9 iterations,time after 10 iterations,time after 11 iterations,time after 12 iterations,time after 13 iterations,time after 14 iterations,time after 15 iterations,time after 16 iterations,time after 17 iterations,time after 18 iterations,time after 19 iterations,time after 20 iterations,time after 21 iterations,time after 22 iterations,time after 23 iterations,time after 24 iterations,time after 25 iterations,time after 26 iterations,time after 27 iterations,time after 28 iterations,time after 29 iterations,time after 30 iterations,time after 31 iterations,time after 32 iterations,time after 33 iterations,time after 34 iterations,time after 35 iterations,time after 36 iterations,time after 37 iterations,time after 38 iterations,time after 39 iterations,time after 40 iterations,time after 41 iterations,time after 42 iterations,time after 43 iterations,time after 44 iterations,time after 45 iterations,time after 46 iterations,time after 47 iterations,time after 48 iterations,time after 49 iterations,time after 50 iterations,time after 51 iterations,time after 52 iterations,time after 53 iterations,time after 54 iterations,time after 55 iterations,time after 56 iterations,time after 57 iterations,time after 58 iterations,time after 59 iterations,time after 60 iterations,time after 61 iterations,time after 62 iterations,time after 63 iterations,time after 64 iterations,time after 65 iterations,time after 66 iterations,time after 67 iterations,time after 68 iterations,time after 69 iterations,time after 70 iterations,time after 71 iterations,time after 72 iterations,time after 73 iterations,time after 74 iterations,time after 75 iterations,time after 76 iterations,time after 77 iterations,time after 78 iterations,time after 79 iterations,time after 80 iterations,time after 81 iterations,time after 82 iterations,time after 83 iterations,time after 84 iterations,time after 85 iterations,time after 86 iterations,time after 87 iterations,time after 88 iterations,time after 89 iterations,time after 90 iterations,time after 91 iterations,time after 92 iterations,time after 93 iterations,time after 94 iterations,time after 95 iterations,time after 96 iterations,time after 97 iterations,time after 98 iterations,time after 99 iterations
778,32.137778520584106,63.709693908691406,96.29320311546326,128.12290811538696,161.19764184951782,193.4786651134491,225.88371419906616,258.7584648132324,290.1591987609863,322.270437002182,353.71686935424805,385.89167404174805,417.90088963508606,449.7343370914459,481.78902220726013,514.5407145023346,546.5590693950653,577.7072412967682,610.5482993125916,643.0132298469543,675.7915353775024,708.0856966972351,740.4546473026276,772.4599106311798,804.3162460327148,836.7089955806732,869.4440052509308,901.6262381076813,934.3453874588013,968.2021291255951,1001.0002024173737,1033.4056210517883,1066.140209197998,1098.428611278534,1131.024436712265,1163.1398930549622,1196.477518081665,1228.9467639923096,1262.4822511672974,1295.189744234085,1327.6117105484009,1359.7818784713745,1392.4171142578125,1424.8288161754608,1457.1877343654633,1490.4751057624817,1522.9098916053772,1555.8497791290283,1589.4776256084442,1622.0478568077087,1655.468309879303,1688.1878154277802,1721.0161504745483,1753.4573013782501,1786.3096389770508,1819.2920365333557,1851.8942544460297,1885.2161269187927,1918.5366673469543,1951.8241641521454,1984.2015662193298,2017.701419353485,2051.3520097732544,2084.7128632068634,2117.8599429130554,2151.392523765564,2185.17569231987,2217.33792924881,2250.2925457954407,2283.751531600952,2317.7144355773926,2352.1310606002808,2385.444915294647,2418.6085941791534,2451.2594702243805,2484.209063768387,2517.314060688019,2550.4906811714172,2584.256026029587,2616.7972269058228,2649.8591120243073,2683.3366315364838,2716.8327276706696,2749.662435054779,2782.9198367595673,2815.957736492157,2849.4954204559326,2882.5295815467834,2916.48562002182,2950.9392387866974,2983.8412392139435,3017.911117553711,3050.68173456192,3084.9632802009583,3118.259894132614,3151.090793609619,3185.040197610855,3218.347181081772,3252.4220004081726
779,31.513564109802246,63.14582538604736,95.290283203125,127.63539457321167,160.2044928073883,191.88918232917786,224.9186942577362,257.1367015838623,288.85759592056274,320.5634090900421,352.48922657966614,385.5563063621521,417.7831346988678,449.64055490493774,482.18689250946045,514.8049113750458,547.4730048179626,579.8293511867523,612.1948580741882,644.1183264255524,676.4692075252533,708.4312002658844,741.1144061088562,773.2378416061401,805.7155404090881,838.2894616127014,870.2930195331573,902.9077870845795,934.9196815490723,968.3247358798981,1000.640932559967,1033.10968875885,1066.1324770450592,1097.547634601593,1130.0050315856934,1162.3127136230469,1195.1324305534363,1228.2572333812714,1260.8244514465332,1293.754121541977,1326.3510942459106,1358.4104642868042,1390.4622867107391,1423.3701541423798,1455.9120383262634,1489.4723074436188,1522.0796329975128,1554.5588643550873,1587.2273898124695,1620.136402130127,1653.293944120407,1686.0661454200745,1718.3684401512146,1751.087420463562,1784.0337717533112,1816.6361756324768,1849.6358695030212,1881.9671442508698,1914.7434787750244,1947.7397434711456,1980.7647261619568,2014.2701208591461,2047.6837706565857,2081.296462535858,2114.056701183319,2146.452047109604,2180.090142250061,2212.683151960373,2245.7590868473053,2278.8325510025024,2312.4227361679077,2345.8454015254974,2378.741489648819,2411.9559032917023,2445.056956768036,2477.7862465381622,2511.0307948589325,2544.694434404373,2577.53142619133,2610.7029979228973,2644.1813979148865,2677.7852926254272,2711.1889746189117,2743.7024822235107,2776.8398525714874,2809.93834066391,2844.5159623622894,2877.7243604660034,2911.602874279022,2945.2072377204895,2978.7526586055756,3013.03245306015,3047.188088655472,3081.0472531318665,3114.5250012874603,3147.8000695705414,3181.426507472992,3215.138216972351,3248.922362089157
788,32.45862865447998,65.25458931922913,97.09922409057617,129.85990405082703,161.40386748313904,193.50537967681885,226.56544852256775,258.29106402397156,290.8935670852661,322.3473844528198,354.3290276527405,386.69289088249207,418.61569142341614,450.75143361091614,482.62388157844543,515.5297598838806,547.736414194107,580.1333684921265,613.1188704967499,645.3695831298828,677.3517963886261,710.0145256519318,741.5838823318481,773.8631205558777,806.2293179035187,838.2486565113068,870.4406144618988,902.7112247943878,935.5364344120026,968.9082560539246,1000.9729568958282,1033.2435910701752,1065.6346929073334,1097.7034919261932,1129.8496429920197,1162.816027879715,1195.3699622154236,1228.4294784069061,1261.2784900665283,1293.6342017650604,1325.7770907878876,1358.029464483261,1390.419485092163,1422.5064749717712,1455.7324464321136,1488.1304514408112,1521.062590122223,1553.6906478404999,1586.505737066269,1619.4379692077637,1651.9285492897034,1684.530115365982,1716.591977596283,1749.8370747566223,1783.0834596157074,1816.5505375862122,1849.6982321739197,1882.597363948822,1916.1334345340729,1948.9529898166656,1982.362310886383,2015.0388634204865,2047.4419679641724,2080.5256962776184,2113.731111049652,2147.4665293693542,2179.8299057483673,2212.905234336853,2246.369072675705,2279.2636065483093,2313.1902651786804,2346.494307279587,2379.870606660843,2413.260959625244,2446.84610581398,2479.7249002456665,2512.864406347275,2547.163944721222,2580.5427527427673,2613.4662024974823,2647.181514263153,2680.3406109809875,2713.5408742427826,2746.770965576172,2780.131667613983,2813.2588999271393,2847.5412278175354,2881.798063516617,2915.0974311828613,2948.5103766918182,2982.249526977539,3015.163199186325,3049.5321667194366,3083.331277370453,3117.031948328018,3151.167845726013,3184.488547563553,3218.001714706421,3251.8477487564087
792,32.35056781768799,64.39907312393188,96.83615565299988,129.17964887619019,161.5199098587036,194.69626188278198,226.45954489707947,259.0838942527771,291.3171417713165,323.5779194831848,356.1605408191681,387.95378065109253,420.5240592956543,452.39926075935364,485.0537121295929,517.7648677825928,550.2889535427094,582.1839408874512,614.2816007137299,646.2575507164001,679.1029744148254,711.2286891937256,743.9620389938354,776.1088495254517,808.6675424575806,841.460125207901,875.3811554908752,907.9358723163605,941.0866003036499,973.0225009918213,1005.1400465965271,1037.4515533447266,1070.7518343925476,1103.0250523090363,1136.493899345398,1169.237173318863,1201.6446108818054,1233.8412370681763,1266.4147572517395,1298.9343361854553,1331.0139520168304,1364.2251760959625,1396.787142753601,1430.230355501175,1463.8007264137268,1496.975120306015,1530.008901834488,1562.9202489852905,1595.5716297626495,1628.4501271247864,1660.79265999794,1694.316044330597,1727.7711894512177,1760.0088996887207,1792.415091753006,1825.4975728988647,1857.9976592063904,1890.7595872879028,1924.4990847110748,1957.3966002464294,1990.4768974781036,2023.9996974468231,2056.8324422836304,2089.8082087039948,2122.3044090270996,2155.436137676239,2189.176038503647,2222.659071445465,2256.6777868270874,2289.0159134864807,2321.4698445796967,2354.2651314735413,2387.0695672035217,2420.0407774448395,2453.992823600769,2487.0959486961365,2520.2337861061096,2553.4588644504547,2587.5299139022827,2620.106134414673,2652.9340097904205,2686.204793691635,2719.062863111496,2753.7083570957184,2788.6288998126984,2822.267426252365,2856.278329372406,2889.958924770355,2923.4174540042877,2957.386226415634,2990.877056837082,3024.761673927307,3058.3320755958557,3091.4047877788544,3125.2843265533447,3158.531760931015,3192.51939868927,3226.277547121048,3259.7827293872833
793,32.35684299468994,64.13916206359863,97.97788143157959,130.40274810791016,162.69031047821045,195.3178060054779,228.20035243034363,260.37618589401245,292.4119577407837,324.7837972640991,357.31022477149963,389.67939257621765,422.22397565841675,454.9059419631958,488.0544822216034,520.379472732544,553.0250799655914,585.794270992279,617.9822399616241,650.6781454086304,684.9861330986023,718.1568818092346,751.2370316982269,784.017416715622,815.666886806488,847.975296497345,880.9598591327667,914.2403516769409,947.2001619338989,980.1038248538971,1013.012654542923,1045.6716129779816,1078.491358757019,1111.4502966403961,1144.1744284629822,1177.312334060669,1210.1298761367798,1243.062340259552,1276.1210525035858,1308.7225127220154,1341.8062648773193,1375.1075720787048,1407.9719378948212,1440.9427661895752,1474.3742461204529,1507.3587923049927,1540.0277423858643,1572.999537229538,1605.8942441940308,1638.6826479434967,1672.06618309021,1705.4235401153564,1738.67427444458,1772.334192276001,1806.0836861133575,1839.8941979408264,1872.8247475624084,1905.5697276592255,1938.7446658611298,1971.995688676834,2004.80411028862,2038.7124235630035,2072.291150331497,2105.503932237625,2138.608097553253,2171.158730506897,2204.7988369464874,2237.743930578232,2271.72376036644,2304.5168623924255,2337.835045814514,2371.330701112747,2405.5582637786865,2438.0463287830353,2471.6389055252075,2505.2547373771667,2538.1059889793396,2572.421019554138,2606.938623189926,2640.631560564041,2674.368968486786,2708.2915613651276,2741.6665167808533,2776.326165676117,2809.8197062015533,2842.5667700767517,2876.8705689907074,2910.251798391342,2943.7604553699493,2978.643733024597,3011.980856657028,3045.479098558426,3078.9957447052,3113.046463251114,3146.5191085338593,3180.5883281230927,3214.397358417511,3248.85906457901,3282.465189218521
794,32.50327229499817,65.05119490623474,97.41487646102905,130.02384686470032,162.40813398361206,195.6344587802887,227.6615707874298,260.3963677883148,292.97273349761963,325.4807825088501,358.0237534046173,390.26817750930786,423.3061168193817,455.5413188934326,487.89069843292236,520.632975101471,553.0487396717072,585.2535669803619,617.6984353065491,650.670565366745,683.051741361618,715.9367170333862,747.6591408252716,780.1975946426392,812.6876606941223,845.373701095581,878.211040019989,911.0649716854095,944.2252507209778,976.4968430995941,1008.2515642642975,1041.210144996643,1074.07741522789,1106.539424419403,1139.1675572395325,1171.44042634964,1204.1812331676483,1236.9271647930145,1269.3277072906494,1302.7779853343964,1335.5088424682617,1368.7807297706604,1401.6861131191254,1435.4585802555084,1468.6055419445038,1501.54892039299,1534.1172633171082,1567.102545261383,1599.5317401885986,1632.597424030304,1667.1869575977325,1700.6475784778595,1733.7095592021942,1766.5317895412445,1800.22843003273,1833.4642190933228,1866.248484134674,1898.8912131786346,1931.8753480911255,1965.4119400978088,1999.2923424243927,2032.7714462280273,2065.4861299991608,2098.7062940597534,2131.77055644989,2164.991357564926,2198.412307024002,2232.1811351776123,2264.7326419353485,2297.665425300598,2331.6119389533997,2364.669764280319,2397.310494661331,2430.6486048698425,2463.809869289398,2497.248717069626,2531.2445392608643,2565.809163570404,2599.320401906967,2632.798275232315,2666.4596824645996,2699.7037518024445,2733.9193601608276,2767.5776813030243,2800.4363918304443,2833.9716403484344,2867.7593376636505,2901.1637909412384,2935.1213886737823,2968.39195561409,3001.412706375122,3034.8115673065186,3068.0829668045044,3101.7672917842865,3136.1262125968933,3169.7787506580353,3203.130760908127,3236.605896472931,3270.822676181793
795,34.277283906936646,68.47581386566162,102.13719844818115,135.80292987823486,169.089745759964,203.52251839637756,237.6819944381714,271.44877552986145,305.58180046081543,339.10764932632446,373.1502888202667,406.50166273117065,440.77018308639526,475.15251302719116,508.7790758609772,542.8616847991943,576.3261482715607,609.8635365962982,643.0742771625519,676.915048122406,710.9545631408691,744.538182258606,778.0826580524445,812.2416820526123,846.4856235980988,880.0587997436523,914.1981596946716,949.1396038532257,983.8079690933228,1018.485090970993,1052.2186605930328,1086.8614702224731,1121.149559020996,1154.8137609958649,1189.0977776050568,1223.4458146095276,1258.0436959266663,1292.0648953914642,1326.4323275089264,1360.3907709121704,1395.3686783313751,1430.0686123371124,1464.5962598323822,1498.7533190250397,1532.254596233368,1567.194061756134,1602.1709775924683,1636.2160923480988,1670.2236111164093,1703.5368621349335,1738.6586422920227,1773.862728357315,1808.066031217575,1841.9182839393616,1876.0134422779083,1910.3706517219543,1944.5604577064514,1978.8892195224762,2014.9334046840668,2049.7253110408783,2084.172720193863,2118.445852994919,2153.2498648166656,2187.917093515396,2222.3958411216736,2257.4237406253815,2292.4820141792297,2326.9875230789185,2361.4470920562744,2396.989937067032,2432.457150697708,2467.4944174289703,2503.110830307007,2538.9414718151093,2573.6751034259796,2608.4455511569977,2643.471156358719,2678.3894457817078,2713.6321613788605,2748.072325229645,2782.8386940956116,2817.2900726795197,2852.809494495392,2887.4723205566406,2922.2979640960693,2957.6225702762604,2993.3675665855408,3028.879236936569,3064.514382123947,3100.3806898593903,3135.755151987076,3170.8881170749664,3207.071052312851,3242.431370973587,3277.7010612487793,3312.8903596401215,3348.9377245903015,3384.8980343341827,3420.790369987488
796,33.882739543914795,67.19329857826233,100.638592004776,134.12429904937744,168.03082704544067,200.9157178401947,235.0211968421936,268.8372905254364,302.5967261791229,335.4975266456604,368.8650932312012,401.7683551311493,435.2387742996216,469.1157352924347,503.331738948822,536.9736933708191,570.855926990509,604.3180561065674,637.7811391353607,672.0493016242981,706.0002529621124,739.981073141098,773.9451525211334,807.9249746799469,842.0699462890625,876.5242035388947,910.6648693084717,944.9625353813171,978.4107158184052,1012.410481929779,1046.2796483039856,1079.6248626708984,1113.3358454704285,1147.7006986141205,1181.9101431369781,1216.3094193935394,1250.4528141021729,1283.9955191612244,1317.3985149860382,1351.7045867443085,1385.9738204479218,1420.9295229911804,1454.9222164154053,1488.9054186344147,1522.914838552475,1556.5863070487976,1590.7687764167786,1625.0534222126007,1659.365463733673,1694.5690431594849,1728.868273973465,1763.0632889270782,1797.1002342700958,1831.0256161689758,1864.8564445972443,1899.1457481384277,1933.4483230113983,1968.6827549934387,2003.6518094539642,2037.7987461090088,2072.0045487880707,2106.200827598572,2140.7299139499664,2174.9566762447357,2210.844740152359,2245.6121368408203,2280.5170946121216,2314.9740052223206,2349.3450589179993,2384.1193532943726,2418.728866815567,2453.038901090622,2487.9863007068634,2522.4024119377136,2557.343860387802,2592.4233589172363,2627.1101698875427,2661.785203933716,2696.715277194977,2731.320918560028,2766.2980670928955,2801.374284505844,2836.262860774994,2870.9791588783264,2905.3024752140045,2940.2528750896454,2975.6960682868958,3010.545850276947,3046.071097135544,3081.552406311035,3115.7275290489197,3151.239414691925,3185.9984571933746,3221.214753627777,3257.385108232498,3292.5875477790833,3327.8270325660706,3362.958280801773,3398.556201696396
797,33.90568518638611,67.6490650177002,101.71714639663696,135.571448802948,169.69442534446716,203.70381426811218,237.1582372188568,270.9616186618805,305.0828285217285,338.8325791358948,373.1516897678375,406.7342200279236,441.0002896785736,475.07606196403503,508.35372519493103,541.6781084537506,575.2821488380432,608.8482460975647,642.9446928501129,676.9569084644318,710.8224518299103,744.7960269451141,778.6394145488739,812.6686475276947,846.9010663032532,881.5095479488373,915.0694007873535,950.0837414264679,983.7645218372345,1017.6405458450317,1051.5709133148193,1084.9007594585419,1118.322732925415,1151.9247374534607,1185.8956978321075,1220.1141777038574,1253.2521250247955,1286.8111670017242,1320.9490432739258,1354.3930473327637,1388.4143333435059,1422.763834476471,1455.8984050750732,1490.107820034027,1524.5988328456879,1559.3091735839844,1593.5681626796722,1628.3082902431488,1662.2984614372253,1697.3271243572235,1731.881774187088,1765.8503816127777,1800.1538619995117,1833.9958500862122,1868.516333580017,1902.4611582756042,1936.8855955600739,1971.861362695694,2006.2838008403778,2040.5611913204193,2075.2481219768524,2109.946643590927,2144.4769673347473,2179.2079191207886,2213.5877647399902,2248.584713935852,2283.421870470047,2318.8998618125916,2353.540256023407,2388.5708034038544,2423.783445596695,2458.407808303833,2492.775918006897,2527.647404909134,2562.2460424900055,2597.3738298416138,2632.6417202949524,2667.9985978603363,2702.603703737259,2738.1077275276184,2772.6285133361816,2807.8524844646454,2843.165067434311,2877.3144047260284,2912.199895143509,2947.4675064086914,2982.5101528167725,3018.1617317199707,3053.5281221866608,3088.2084200382233,3123.887641429901,3159.3706216812134,3194.7811381816864,3230.5716507434845,3266.4192955493927,3302.2620804309845,3337.6778025627136,3373.198535680771,3409.095237493515
799,33.557817220687866,67.04568862915039,100.58993291854858,134.74849677085876,168.24614024162292,202.0884599685669,235.42621636390686,269.3569178581238,303.3846626281738,336.55026841163635,370.47299122810364,404.28663063049316,438.76014828681946,472.3448860645294,506.15616726875305,540.0313782691956,574.2111005783081,608.5979604721069,642.5582482814789,676.3199028968811,710.1778883934021,744.517539024353,778.5541834831238,812.4606416225433,846.4833247661591,881.5299355983734,916.0665566921234,949.5602667331696,984.2826054096222,1018.6395211219788,1053.0008997917175,1086.928870677948,1120.710417509079,1155.5008232593536,1190.2647109031677,1224.6099815368652,1258.5509910583496,1292.3397471904755,1326.911282300949,1360.807100057602,1395.2110204696655,1429.5919456481934,1463.3164319992065,1496.6859703063965,1530.9669675827026,1565.1012659072876,1599.3435413837433,1634.1177971363068,1669.7896056175232,1704.0588953495026,1739.6878802776337,1773.3165237903595,1807.8164608478546,1842.1452977657318,1876.0650448799133,1910.5513427257538,1945.7281823158264,1981.2895848751068,2015.7916541099548,2049.9951317310333,2084.4642655849457,2119.737823009491,2154.431455373764,2189.7672822475433,2224.68674659729,2260.0753014087677,2294.348149061203,2329.8229553699493,2364.504944562912,2398.5544109344482,2433.686309814453,2468.926579475403,2503.8316774368286,2538.85654091835,2573.2881183624268,2607.986570596695,2643.3218235969543,2679.471738576889,2713.7256047725677,2748.9245641231537,2783.370388031006,2818.5410511493683,2853.844799518585,2888.764058113098,2924.1241619586945,2959.0813703536987,2993.4214029312134,3028.302773952484,3063.2734916210175,3098.0468060970306,3133.5599234104156,3168.4598512649536,3203.228188753128,3238.489823818207,3273.6214146614075,3309.1748101711273,3344.3927183151245,3379.7676191329956,3414.799026489258
801,33.90546488761902,67.04670977592468,101.4183361530304,135.77900743484497,169.61906051635742,203.54294872283936,237.60504341125488,271.2821021080017,304.2488965988159,338.1403114795685,371.5923147201538,405.3015625476837,438.773318529129,472.5631699562073,505.80824732780457,539.136557340622,573.2241892814636,606.8226428031921,640.7170040607452,674.4197928905487,708.5785665512085,742.4088294506073,776.0930111408234,810.0800745487213,845.0038034915924,878.4188642501831,912.853319644928,946.5123977661133,980.7817056179047,1015.1992654800415,1049.4215106964111,1083.4706246852875,1117.4437856674194,1152.1133961677551,1186.736846446991,1220.4729058742523,1254.5467298030853,1288.8518905639648,1323.4744501113892,1357.7224373817444,1392.1555347442627,1426.0413916110992,1460.2805590629578,1494.3676826953888,1529.0453433990479,1563.4228193759918,1597.5589447021484,1632.466034412384,1667.1453697681427,1701.9243636131287,1736.2821209430695,1770.607370853424,1804.8699488639832,1839.1879053115845,1873.2206077575684,1908.2254638671875,1943.3685638904572,1978.8250000476837,2012.9652252197266,2046.9117136001587,2081.572889328003,2116.2288506031036,2151.2176654338837,2186.519234895706,2222.0771481990814,2256.3497383594513,2291.1138734817505,2325.9666364192963,2360.9910085201263,2395.7094237804413,2430.6681587696075,2466.176768541336,2501.0556359291077,2535.880252599716,2571.1607847213745,2606.2917737960815,2642.3074865341187,2676.8300495147705,2712.160656452179,2746.7851190567017,2781.8103318214417,2817.3366918563843,2852.4786863327026,2887.9924309253693,2923.3725793361664,2958.5314798355103,2993.6120443344116,3028.7800862789154,3063.5975370407104,3099.2892286777496,3134.502357006073,3169.7011783123016,3205.115082025528,3240.0004529953003,3274.9481670856476,3310.3404319286346,3346.0295236110687,3381.1714510917664,3416.8119971752167
803,34.08134746551514,67.97990441322327,101.74576044082642,135.33560490608215,168.41414427757263,202.19070482254028,235.39329171180725,269.1801555156708,303.36943793296814,337.51485204696655,371.04876160621643,404.8868508338928,438.31477665901184,472.11425042152405,505.49876856803894,539.3075685501099,573.5815210342407,608.1585290431976,642.7186093330383,675.9346928596497,709.9192481040955,744.3271453380585,778.49746966362,813.1053578853607,846.9937670230865,881.1620879173279,915.5895836353302,949.8418927192688,983.5800068378448,1017.941481590271,1052.350875377655,1086.7145750522614,1120.6012349128723,1154.6919250488281,1188.7277059555054,1222.9518735408783,1257.22194314003,1292.759109735489,1326.544128894806,1360.3348970413208,1394.1789231300354,1429.152493238449,1462.7346801757812,1497.0114042758942,1532.1081171035767,1566.1106250286102,1600.9656205177307,1635.2048885822296,1669.5674381256104,1703.4971532821655,1737.6042931079865,1771.87779378891,1806.4851522445679,1841.417686700821,1876.3612115383148,1909.8397507667542,1944.0931386947632,1978.8746325969696,2013.5533034801483,2048.668792486191,2083.2270913124084,2117.9023308753967,2152.576762199402,2188.0403983592987,2222.926419019699,2258.2259221076965,2292.547300338745,2327.738886117935,2363.0824134349823,2397.347232580185,2432.402088165283,2467.1151111125946,2501.6719286441803,2537.3064754009247,2571.82057261467,2606.4127016067505,2640.9372696876526,2675.997390270233,2711.5304737091064,2746.087636232376,2781.123831510544,2816.084545135498,2851.1100244522095,2886.4497685432434,2921.3978016376495,2956.8799414634705,2991.7551081180573,3027.7734818458557,3062.644551753998,3098.2502796649933,3133.912005186081,3169.299371242523,3205.4530568122864,3241.2463188171387,3276.3909816741943,3311.3945260047913,3345.9489936828613,3381.275185108185,3416.328205347061
806,33.532522678375244,67.06583905220032,101.0380527973175,135.51053071022034,169.58525776863098,202.9819118976593,237.39229273796082,271.3782389163971,305.9360258579254,339.1921124458313,373.59059739112854,407.7589657306671,441.58660364151,475.07037830352783,508.60010623931885,543.3342390060425,577.2806882858276,612.1686613559723,645.4273538589478,680.082112789154,714.2414042949677,748.0443649291992,781.6250088214874,816.0179159641266,850.0342185497284,884.5546925067902,918.497606754303,952.4374780654907,986.4170484542847,1020.8964805603027,1054.9604494571686,1089.838491678238,1124.1026186943054,1158.8597693443298,1192.6499998569489,1227.0695550441742,1261.0800592899323,1295.26793217659,1329.6902861595154,1364.2389786243439,1398.9831972122192,1433.474936246872,1467.5936951637268,1501.9692628383636,1536.6486485004425,1571.561797618866,1606.5880086421967,1641.8293442726135,1676.1528000831604,1710.2388844490051,1744.615386724472,1779.2946100234985,1813.559577703476,1848.6928055286407,1883.204876422882,1917.5588116645813,1951.777630329132,1986.3539624214172,2020.703531742096,2055.1340737342834,2089.8624930381775,2124.774772167206,2160.3456654548645,2195.1381509304047,2230.2706005573273,2265.2573211193085,2299.8010063171387,2336.1477093696594,2370.192601442337,2405.2604262828827,2439.882316827774,2474.908445596695,2509.727743625641,2544.388508796692,2579.563770055771,2615.1503343582153,2650.593783378601,2686.2662823200226,2721.452030658722,2756.316094636917,2792.068379878998,2828.0541944503784,2862.9817502498627,2898.592658519745,2933.464831352234,2968.6921269893646,3004.2719299793243,3040.231353998184,3075.847616672516,3110.5580472946167,3145.0607213974,3181.4876675605774,3217.085084438324,3253.2769751548767,3288.1665527820587,3323.449641942978,3358.8072216510773,3394.1378264427185,3429.8651225566864
807,33.366209268569946,67.4244532585144,101.90360808372498,135.96062660217285,169.8140766620636,204.1693832874298,238.45230388641357,272.556369304657,307.20506048202515,341.887220621109,375.92532086372375,409.76128673553467,444.00354170799255,478.6836268901825,513.0456609725952,546.9688766002655,581.1085290908813,614.868283033371,649.0642673969269,682.8883709907532,716.7716314792633,750.7485573291779,784.2481217384338,818.4358103275299,852.7157306671143,886.521594285965,919.8848028182983,954.4081294536591,988.9960539340973,1022.6444942951202,1057.9584290981293,1091.4618978500366,1125.044266462326,1158.5451183319092,1192.990322113037,1227.4129600524902,1261.9858717918396,1297.2105402946472,1331.8279495239258,1366.3809504508972,1400.4781410694122,1434.8900232315063,1469.320799589157,1503.5273969173431,1538.0810272693634,1572.872209072113,1607.4628784656525,1642.454787015915,1677.2284173965454,1711.0361063480377,1746.1987478733063,1780.83136343956,1816.324622631073,1851.2310376167297,1886.4110178947449,1920.5457000732422,1955.5433320999146,1990.722736120224,2024.9278764724731,2060.0248007774353,2095.3086774349213,2129.884293317795,2164.029427051544,2198.3524765968323,2233.2546360492706,2268.103131055832,2303.7858741283417,2338.2646312713623,2373.6329946517944,2408.5234954357147,2443.260354757309,2477.927235841751,2511.6790823936462,2546.6484751701355,2581.975441932678,2616.299658060074,2651.865202188492,2687.486272573471,2722.058104991913,2758.213228225708,2793.685003042221,2828.749345779419,2863.97177529335,2898.5862934589386,2934.3626182079315,2970.011953830719,3005.567717075348,3040.7172241210938,3075.7534561157227,3110.728329896927,3147.023934364319,3182.5181617736816,3218.362153530121,3253.4821610450745,3288.71373963356,3323.881135225296,3358.6165215969086,3394.6846663951874,3430.8357338905334
811,34.85498666763306,70.4430603981018,104.60524678230286,140.16399884223938,175.0748701095581,209.98478293418884,244.5159513950348,279.71501779556274,314.37639117240906,349.5443549156189,384.9561941623688,420.6066861152649,455.757586479187,491.666161775589,527.0466287136078,562.5424675941467,597.6760954856873,633.5402474403381,668.8741080760956,703.4730560779572,738.4406597614288,773.3363516330719,808.6829268932343,844.437198638916,880.1676466464996,915.8258216381073,951.2019271850586,986.7916316986084,1022.6253187656403,1058.1934809684753,1093.5727097988129,1128.4858095645905,1163.6635103225708,1198.9270644187927,1235.4003126621246,1270.8512558937073,1306.6452865600586,1341.8648982048035,1377.7994287014008,1413.429401397705,1449.7340836524963,1484.8738441467285,1520.2129669189453,1555.6676824092865,1590.5706202983856,1626.7298636436462,1662.3198058605194,1697.9898808002472,1733.9321880340576,1770.230441570282,1805.6964161396027,1841.537776708603,1877.3044662475586,1913.0147769451141,1948.2780923843384,1984.1935586929321,2020.1084554195404,2056.2378268241882,2092.1589047908783,2127.919325351715,2164.438655614853,2200.089462995529,2236.532901287079,2272.1971769332886,2308.7726871967316,2344.7569377422333,2381.119780778885,2417.2223126888275,2454.1043145656586,2491.392798423767,2528.329196691513,2564.146476507187,2600.788403749466,2637.450804233551,2674.0551793575287,2710.3407847881317,2746.8878054618835,2782.8742368221283,2819.1267166137695,2855.632212638855,2892.341541528702,2928.503359079361,2965.431941986084,3002.2359912395477,3039.018157482147,3075.4535694122314,3112.000479698181,3148.235470533371,3185.897210121155,3222.67982339859,3259.413027524948,3295.683773994446,3332.6468505859375,3369.8715283870697,3406.235175848007,3442.4529054164886,3478.889457464218,3516.513303041458,3552.9350352287292
