,rank 4,rank 5,rank 6,rank 7,rank 8,rank 9,rank 10,rank 11,rank 12,rank 13,rank 14,rank 15,rank 16,rank 17,rank 18,rank 19,rank 20,rank 21,rank 22,rank 23,rank 24,rank 25,rank 26,rank 27,rank 28,rank 29,rank 30,rank 31,rank 32,rank 33,rank 34,rank 35,rank 36,rank 37,rank 38,rank 39,rank 40
23,0.030249029361973656,0.030249029361973656,0.030249029361973656,0.030249029361973656,0.030249029361973656,0.030249029361973656,0.030249029361973656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0026940862386822624,0.0024964846246466324,0.0024964846246466324,0.0024964846246466324,0.0024964846246466324,0.0024964846246466324,0.0024964846246466324,0.0024964846246466324,0.0024964846246466324,0.0024964846246466324,0.0024964846246466324,0.0024964846246466324,0.0024964846246466324,0.0024964846246466324,0.0024964846246466324,0.0024964846246466324,0.0024964846246466324,0.0024964846246466324,0.0024964846246466324,0.000793485373873918,0.000793485373873918,0.000793485373873918,0.000793485373873918,0.000793485373873918,0.000793485373873918,0.000793485373873918,0.000793485373873918,0.000793485373873918,0.000793485373873918,0.000793485373873918,0.000793485373873918,0.000793485373873918,0.000793485373873918,0.000793485373873918,0.000793485373873918,0.000793485373873918,0.000793485373873918
30,0.007670164308294869,0.007670164308294869,0.007670164308294869,0.007670164308294869,0.007670164308294869,0.007670164308294869,0.007670164308294869,0.007670164308294869,0.007670164308294869,0.007670164308294869,0.007670164308294869,0.007670164308294869,0.007670164308294869,0.007670164308294869,0.007670164308294869,0.007670164308294869,0.007670164308294869,0.007670164308294869,0.007010746168512966,0.007010746168512966,0.007010746168512966,0.007010746168512966,0.007010746168512966,0.007010746168512966,0.007010746168512966,0.007010746168512966,0.007010746168512966,0.007010746168512966,0.007010746168512966,0.007010746168512966,0.007010746168512966,0.007010746168512966,0.007010746168512966,0.007010746168512966,0.007010746168512966,0.007010746168512966,0.007010746168512966
31,0.04119047619047633,0.04119047619047633,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954,0.0352380952380954
40994,0.00706039991754287,0.00706039991754287,0.00706039991754287,0.00706039991754287,0.00706039991754287,0.00706039991754287,0.00706039991754287,0.00706039991754287,0.00706039991754287,0.00706039991754287,0.00706039991754287,0.00706039991754287,0.00706039991754287,0.006039991754277524,0.006039991754277524,0.006039991754277524,0.006039991754277524,0.006039991754277524,0.006039991754277524,0.006039991754277524,0.006039991754277524,0.006039991754277524,0.006039991754277524,0.006039991754277524,0.006039991754277524,0.006039991754277524,0.006039991754277524,0.006039991754277524,0.006039991754277524,0.006039991754277524,0.006039991754277524,0.006039991754277524,0.006039991754277524,0.006039991754277524,0.006039991754277524,0.006039991754277524,0.006039991754277524
36,0.002525252525252519,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097,0.0010101010101010097
37,0.01148777078965757,0.01148777078965757,0.01148777078965757,0.01148777078965757,0.01148777078965757,0.01148777078965757,0.01148777078965757,0.01148777078965757,0.01148777078965757,0.01148777078965757,0.01148777078965757,0.01148777078965757,0.01148777078965757,0.01148777078965757,0.01148777078965757,0.01148777078965757,0.009886792452830195,0.009886792452830195,0.009886792452830195,0.009886792452830195,0.009886792452830195,0.009886792452830195,0.009886792452830195,0.009886792452830195,0.009886792452830195,0.009886792452830195,0.009886792452830195,0.009886792452830195,0.009886792452830195,0.009886792452830195,0.0068888888888889435,0.0068888888888889435,0.0068888888888889435,0.0068888888888889435,0.0068888888888889435,0.0068888888888889435,0.0068888888888889435
4134,0.009146075336360748,0.009146075336360748,0.007001997019263045,0.007001997019263045,0.007001997019263045,0.007001997019263045,0.007001997019263045,0.007001997019263045,0.007001997019263045,0.007001997019263045,0.007001997019263045,0.007001997019263045,0.007001997019263045,0.007001997019263045,0.007001997019263045,0.007001997019263045,0.007001997019263045,0.007001997019263045,0.007001997019263045,0.007001997019263045,0.007001997019263045,0.007001997019263045,0.007001997019263045,0.007001997019263045,0.007001997019263045,0.007001997019263045,0.007001997019263045,0.007001997019263045,0.007001997019263045,0.007001997019263045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05,3.920632368910326e-05
40,0.058259829415435824,0.058259829415435824,0.05093301435406701,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671,0.02416892032452671
41,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505,0.0039117468439400505
4136,0.001666666666666608,0.0033333333333332715,0.001666666666666608,0.001666666666666608,0.001666666666666608,0.001666666666666608,0.001666666666666608,0.001666666666666608,0.001666666666666608,0.001666666666666608,0.001666666666666608,0.001666666666666608,0.001666666666666608,0.001666666666666608,0.001666666666666608,0.001666666666666608,0.001666666666666608,0.001666666666666608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.044133986928104496,0.044133986928104496,0.03718137254901949,0.03718137254901949,0.03718137254901949,0.03718137254901949,0.03718137254901949,0.03718137254901949,0.03718137254901949,0.03718137254901949,0.026200980392156792,0.026200980392156792,0.026200980392156792,0.026200980392156792,0.026200980392156792,0.026200980392156792,0.026200980392156792,0.026200980392156792,0.026200980392156792,0.009542483660130665,0.009542483660130665,0.009542483660130665,0.009542483660130665,0.009542483660130665,0.009542483660130665,0.009542483660130665,0.009542483660130665,0.009542483660130665,0.009542483660130665,0.009542483660130665,0.009542483660130665,0.009542483660130665,0.009542483660130665,0.009542483660130665,0.009542483660130665,0.009542483660130665,0.009542483660130665
44,0.0031065280752346075,0.003557738381249322,0.003557738381249322,0.003557738381249322,0.003557738381249322,0.003557738381249322,0.003557738381249322,0.003557738381249322,0.003557738381249322,0.003557738381249322,0.003557738381249322,0.003557738381249322,0.003557738381249322,0.003557738381249322,0.003557738381249322,0.003557738381249322,0.003557738381249322,0.003557738381249322,0.0020003554431369946,0.0020003554431369946,0.0020003554431369946,0.0020003554431369946,0.0020003554431369946,0.0020003554431369946,0.0020003554431369946,0.0020003554431369946,0.0020003554431369946,0.0020003554431369946,0.0020003554431369946,0.0020003554431369946,0.0020003554431369946,0.0020003554431369946,0.0020003554431369946,0.0020003554431369946,0.0020003554431369946,0.0020003554431369946,0.0020003554431369946
40997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697,0.004257601891642697
40999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.026689324320903263,0.026689324320903263,0.026689324320903263,0.010665046454520209,0.010665046454520209,0.010665046454520209,0.010665046454520209,0.010665046454520209,0.010665046454520209,0.010665046454520209,0.010665046454520209,0.010665046454520209,0.010665046454520209,0.010665046454520209,0.010665046454520209,0.010665046454520209,0.010665046454520209,0.010665046454520209,0.010665046454520209,0.010665046454520209,0.010665046454520209,0.010665046454520209,0.010665046454520209,0.010665046454520209,0.009776334776334827,0.009776334776334827,0.009776334776334827,0.009776334776334827,0.009776334776334827,0.009776334776334827,0.009776334776334827,0.009776334776334827,0.009776334776334827,0.009776334776334827,0.009776334776334827,0.009776334776334827,0.009776334776334827
41004,0.0002673362294771665,0.0002673362294771665,0.0002673362294771665,0.0002673362294771665,0.0002673362294771665,0.0002673362294771665,0.0002673362294771665,0.0002673362294771665,0.0002673362294771665,0.0002673362294771665,0.0002673362294771665,0.0002673362294771665,0.0002673362294771665,0.0002673362294771665,0.0002673362294771665,0.0002673362294771665,0.0002673362294771665,0.0002673362294771665,0.0002673362294771665,0.0002673362294771665,0.0002673362294771665,0.0002673362294771665,0.0002673362294771665,0.0002673362294771665,0.0002673362294771665,0.0002673362294771665,0.0002673362294771665,0.0002673362294771665,0.00020843316256126127,0.00020843316256126127,0.00016815502224167838,0.00016815502224167838,0.00016815502224167838,0.00016815502224167838,0.00016815502224167838,0.00016815502224167838,0.00016815502224167838
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41007,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533,0.0001676591637258533
41005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.019166666666666665,0.018333333333333316,0.018333333333333316,0.018333333333333316,0.014166666666666631,0.014166666666666631,0.014166666666666631,0.014166666666666631,0.014166666666666631,0.012499999999999985,0.012499999999999985,0.012499999999999985,0.012499999999999985,0.012499999999999985,0.012499999999999985,0.011666666666666659,0.011666666666666659,0.011666666666666659,0.011666666666666659,0.011666666666666659,0.011666666666666659,0.011666666666666659,0.011666666666666659,0.011666666666666659,0.011666666666666659,0.011666666666666659,0.011666666666666659,0.011666666666666659,0.011666666666666659,0.011666666666666659,0.011666666666666659,0.011666666666666659,0.011666666666666659,0.011666666666666659,0.011666666666666659,0.011666666666666659,0.011666666666666659
54,0.004620362745921869,0.004620362745921869,0.004620362745921869,0.004620362745921869,0.004620362745921869,0.004620362745921869,0.004620362745921869,0.004620362745921869,0.004620362745921869,0.004620362745921869,0.004620362745921869,0.004620362745921869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4153,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,0.003333333333333334,1.7347234759768068e-17
59,0.02800000000000001,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195,0.002222222222222195
60,0.0003118158568619217,0.0003118158568619217,0.0003118158568619217,0.0003118158568619217,0.0003118158568619217,0.0003118158568619217,0.0003118158568619217,0.0003118158568619217,0.0003118158568619217,0.0003118158568619217,0.0003118158568619217,0.0003118158568619217,0.0003118158568619217,0.0003088381157428238,0.0003088381157428238,0.0003088381157428238,0.0003088381157428238,0.0003088381157428238,0.0003088381157428238,0.0003088381157428238,0.0003088381157428238,0.0003088381157428238,0.0003088381157428238,0.0003088381157428238,0.0003088381157428238,0.0003088381157428238,0.0003088381157428238,0.0003088381157428238,0.0003088381157428238,0.0003088381157428238,0.0003088381157428238,0.0003088381157428238,0.0003088381157428238,0.0003088381157428238,0.0003088381157428238,0.0003088381157428238,0.0003088381157428238
61,0.010000000000000009,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.0050000000000000105,0.0050000000000000105,0.0050000000000000105,0.0050000000000000105,0.0050000000000000105,0.0050000000000000105,0.0050000000000000105,0.0050000000000000105,0.0050000000000000105,0.0050000000000000105,0.0050000000000000105,0.0050000000000000105,0.0050000000000000105,0.0050000000000000105,0.0050000000000000105,0.0050000000000000105,0.0050000000000000105,0.0050000000000000105,0.0050000000000000105,0.0050000000000000105,0.0050000000000000105,0.0050000000000000105,0.0050000000000000105,0.0050000000000000105,0.0050000000000000105,0.0050000000000000105
183,0.012964232264857822,0.012964232264857822,0.012964232264857822,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732,0.0021542226512045732
187,0.0037698412698412677,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.003769841269841268,0.0,0.0,0.0
4329,0.026428571428571357,0.02642857142857136,0.02642857142857136,0.024107142857142768,0.024107142857142768,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997,0.023749999999999997
4340,0.014576140470702076,0.014576140470702076,0.014576140470702076,0.014576140470702076,0.014576140470702076,0.014576140470702076,0.014576140470702076,0.014576140470702076,0.010417797888386092,0.010417797888386092,0.010417797888386092,0.010417797888386092,0.003304675716440414,0.003304675716440414,0.003304675716440414,0.003304675716440414,0.003304675716440414,0.003304675716440414,0.003304675716440414,0.003304675716440414,0.003304675716440414,0.003304675716440414,0.003304675716440414,0.003304675716440414,0.003304675716440414,0.003304675716440414,0.003304675716440414,0.003304675716440414,0.003304675716440414,0.003304675716440414,0.003304675716440414,0.003304675716440414,0.003304675716440414,0.003304675716440414,0.003304675716440414,0.003304675716440414,0.003304675716440414
285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
